City	Country	Continent	Category	Sub-Category	Action Type	Action Name	Year	Action description	Source(s)	Link(s)	GCOM ID	CDP Account number	Character count of description	description usability
"Louisville, KY"	USA		Community-Scale Development		Eco-district development strategy		2016	Louisville Metro is partnering with several organizations in Louisville to turn two neighborhoods into Eco-Districts. One Eco-District is pursuing distributed energy.	CDP			49333	166	
"Louisville, KY"	USA		Community-Scale Development		Transit oriented development		2016	"Louisville Metro released a strategic multi-modal transportation plan, MOVE Louisville, in April 2016, which encourages strategies for transit oriented development."	CDP			49333	164	
Minneapolis	USA		Buildings		Building performance rating and reporting		2016	"Private commercial buildings over 50,000 sq ft are required to report their energy and water use annually. The aggregated data is published publicly. See more here: http://www.minneapolismn.gov/environment/WCMS1P-105433"	CDP			35879	219	
"Louisville, KY"	USA		Food and Agriculture		Encourage sustainable food production and consumption		2016	"The Louisville Farm to Table program grants loans to businesses in specified neighborhood improvement districts that process Kentucky-raised foods. Louisville Metro has also released educational resources on how to develop a community or market garden, connects purchasers and suppliers of local foods, and facilitated a major development that will provide a site for local food aggregation, processing and education."	CDP			49333	417	
"Louisville, KY"	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	"In 2011, standard traffic lights were replaced with LED versions, decreasing energy consumption substantially."	CDP			49333	110	
"Louisville, KY"	USA		Private Transport		Awareness and education for non motorized transport		2016	"Bike Louisville, Louisville Metro's bicycle education and awareness program, works with children and adults across the city, and partners with community members to promote ""bike everywhere month"", ""winter bike to work day"" and many more programs. In 2016, Louisville earned a Silver status as a Bicycle Friendly Community. In 2015, Louisville Metro launched a pedestrian safety campaign, called Look Alive Louisville."	CDP			49333	417	
"Louisville, KY"	USA		Private Transport		Transportation demand management		2016	"Louisville Metro has added over 60 miles of bicycle facilities within the Central Business District since 2012. Two car share programs were introduced downtown in 2014. The Big Four Bridge, a bicycle and pedestrian bridge spanning the Ohio River and connecting downtown Louisville to Indiana, was opened in 2014. Work continues on the Louisville Loop, a 100-mile shared use path with over 40 miles completed - many of which are off-road segments. Partnerships with the Transit Authority of River City (TARC) have increased bus ridership since 2011. TARC unveiled 11 electric buses in 2015, and has at least five more on the way. In addition, a traffic light retiming effort and a bike share program are under development."	CDP			49333	721	
"Louisville, KY"	USA		Mass Transit		"Improve bus infrastructure, services, and operations"		2016	"A partnership with two neighborhood associations, community volunteers,  TARC (bus system), local businesses, and a national funding network produced two artful bus shelters, providing shelter to riders and bringing attention to the bus network."	CDP			49333	245	
"Louisville, KY"	USA		Waste		Recyclables and organics separation from other waste		2016	"Louisville Metro partnered with a local business to introduce an innovative waste management system in the Central Business District, which increased waste diversion rates from 11% to 76% in the first nine months of the program. The Waste Management District Board of Directors approved a Yard Waste Collection Ordinance to stop the use of non-compostable plastic bags for yard waste collection. The ordinance allows for yard waste to be composted instead of having to be sent to the landfill."	CDP			49333	493	
"Louisville, KY"	USA		Buildings		On-site renewable energy generation		2016	"Louisville Metro has passed legislation to facilitate financing of energy efficiency and renewable energy projects in the commercial sector. The legislation, known locally as Energy Project Assessment District (EPAD) and nationally as Property Assessed Clean Energy (PACE), will be implemented later this year."	CDP			49333	310	
"Louisville, KY"	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"Louisville first comprehensive tree canopy assessment was completed in 2015, resulting in increased tree planting and protection efforts across the city. A new goal was established, seeking to increase the city's canopy from 37% to 45% coverage."	CDP			49333	245	
Medford	USA		Private Transport		Awareness and education for non motorized transport		2016	We have just adopted a Complete Streets Policy and we are working actively with our Bicycle Commission and the resident group Walk Medford to significantly improve non-motorized transport in our community.	CDP			58513	205	
Medford	USA		Buildings		Building codes and standards		2016	"Medford has opted the Massachusetts ""Stretch Code"" which is stricter energy standards in the building code than the state code."	CDP			58513	127	
Medford	USA		Food and Agriculture		Encourage sustainable food production and consumption		2016	"We are working with the Health Department to facilitate and encourage the consumption of local foods, including the active development of community gardens, and the promotion and sale of compost bins and rainbarrels."	CDP			58513	216	
Medford	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"Medford has a Conservation Commission which is tasked with the protection of the area within 100 feet of wetlands and streams and 200 feet of our river. All projects, public or private, within that area, must be permitted by this body.  Additionally, Medford passed the Community Preservation Act in MA, which will provide for additional funding for the preservation of open space."	CDP			58513	381	
Medford	USA		Waste		Recyclables and organics separation from other waste		2016	"Medford provides recycling and yard waste residential pickups, and restricts the volume of trash allowed in residential pickups. We sell compost bins at a discount. We are piloting compost separation at our High School, with the intent of extending to the other schools."	CDP			58513	270	
Medford	USA		Water		Water metering and billing		2016	Water to every facility is metered and billed; rates were recently raised.	CDP			58513	74	
Minneapolis	USA		Buildings		Energy efficiency/ retrofit measures		2016	The City and local utilities are promoting participation in the utilities' energy efficiency programs through the Minneapolis Clean Energy Partnership. Activities include developing an engagement process to increase participation in programs for underserved communities in the city; as well as buying down the cost of energy audits and financing for air sealing and insulation.	CDP			35879	377	
Minneapolis	USA		Private Transport		Infrastructure for non motorized transport		2016	The City recently adopted a Protected Bikeways plan and continues to invest in bicycle and pedestrian infrastructure. We are regularly rated one of the most bicycle-friendly cities in the nation.	CDP			35879	195	
Minneapolis	USA		Mass Transit		"Improve bus infrastructure, services, and operations"		2016	"The City is partnering with MetroTransit to increase service and ridership, as well as taking on its own transit projects, including the development of the Nicollet Street Car line."	CDP			35879	181	
Minneapolis	USA		Mass Transit		"Improve rail, metro, and tram infrastructure, services and operations"		2016	"The City is partnering with MetroTransit to increase service and ridership, as well as taking on its own transit projects, including the development of the Nicollet Street Car line."	CDP			35879	181	
Minneapolis	USA		Waste		Recyclables and organics separation from other waste		2016	"The City recently rolled out curb-side organics collection for all of the residential properties it serves. Additionally, organics collection is available on contract for commercial and multifamily properties."	CDP			35879	209	
Minneapolis	USA		Community-Scale Development		Transit oriented development		2016	The City is focusing growth and resources in Minneapolis designated TOD or Transit Improvement Areas. This described in the Planning department's (CPED’s) 2010-2014 Business plan. See here for more information: http://www.minneapolismn.gov/cped/transit/index.htm	CDP			35879	262	
Minneapolis	USA		Community-Scale Development		Brownfield redevelopment programs		2016	"The City of Minneapolis has a Brownfields program; The City’s Department of Community Planning and Economic Development (CPED) works with potential applicants to review proposed projects and submit to the grantors the applications that reflect the best combination of development potential, consistency with City and neighborhood plans, job and/or affordable housing creation, and sustainable construction practices. See more information here: http://www.minneapolismn.gov/cped/ba/cped_brownfields"	CDP			35879	497	
Minneapolis	USA		Food and Agriculture		Encourage sustainable food production and consumption		2016	"The City has a Home Grown Minneapolis program, with the primary focus of supporting local, sustainably produced food. See more here: http://www.minneapolismn.gov/sustainability/homegrown/index.htm"	CDP			35879	196	
Minneapolis	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	"Minneapolis owns and operates approximately 1/3 of its streetlights and is actively replacing them with LED lights, as well as traffic signals."	CDP			35879	143	
"New Bedford, MA"	USA		Community-Scale Development		Brownfield redevelopment programs		2016	Sustainability is incorporated into each assessment and cleanup activity. Use of Brownfields funding requires consideration of green and sustainable reuse.	CDP			58668	155	
"New Bedford, MA"	USA		Buildings		On-site renewable energy generation		2016	More than 140 residential solar systems installed	CDP			58668	49	
"New Bedford, MA"	USA		Buildings		Energy efficiency/ retrofit measures		2016	Residential program has assisted over 3500 households with energy efficiency.	CDP			58668	77	
"New Bedford, MA"	USA		Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2016	Vehicle charging stations are made available to the public to encourage alternative energy sources.	CDP			58668	99	
"New Bedford, MA"	USA		Waste		Recyclables and organics separation from other waste		2016	The City's community recycling program has increased recycling rates	CDP			58668	68	
"New Bedford, MA"	USA		Buildings		Switching to low-carbon fuels		2016	Vehicle charging stations are made available to the public to encourage alternative energy sources.	CDP			58668	99	
"Northampton, MA"	USA		Private Transport		Awareness and education for non motorized transport		2016	"wayfinding, public visibility, and public awareness"	CDP			58530	51	
"Northampton, MA"	USA		Buildings		Building codes and standards		2016	adopted energy stretch code to state building code and some incentives in zoning	CDP			58530	80	
"Northampton, MA"	USA		Community-Scale Development		Compact cities		2016	strict zoning making suburban and sprawl difficult and infill and compact centers easy	CDP			58530	86	
"Somerville, MA"	USA		Community-Scale Development		Building standards		2016		CDP			58531	0	
"Northampton, MA"	USA		Buildings		Energy efficiency/ retrofit measures		2016	substantial investment in city building performance.  Promoting conservation and supporting energy concierge for private buildings.	CDP			58530	131	
"Northampton, MA"	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"purchasing 1/2% of city, every year for 30 years, for permanent open space preservation"	CDP			58530	87	
"Northampton, MA"	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	replacing all city street lights and requiring most new outdoor private lighting to be LED	CDP			58530	90	
"Northampton, MA"	USA		Waste		Recycling or composting collections and/or facilities		2016	aggressive recycling and waste diversion programs	CDP			58530	49	
"Northampton, MA"	USA		Private Transport		Transportation demand management		2016	TDM required by zoning for larger and institutional projects	CDP			58530	60	
"Northampton, MA"	USA		Community-Scale Development		Transit oriented development		2016	zoning with strong TOD incentives and public investment in transit	CDP			58530	66	
Oakland	USA		Mass Transit		"Improve bus infrastructure, services, and operations"		2016	"Sustained funding for free downtown Shuttle

Beginning in 2010, the City launched a free downtown shuttle in an effort to reduce City-wide VMTs and associated GHG emissions."	CDP			50560	173	
Oakland	USA		Mass Transit		"Improve bus infrastructure, services, and operations"		2016	"Advance Bus Rapid Transit

In an effort to curb GHG emissions from individual automobile use, the City has approved a project with the City’s transit provider to establish new rapid transit services in Oakland."	CDP			50560	210	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Green Building Ordinance for Private Development

In 2010, the City adopted the Green Building ordinance requiring high levels of energy performance in newly constructed, private buildings (residential and commercial). Updates are needed due to new state-wide efficiency standards implemented in 2013."	CDP			50560	301	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Offer Property-Based Energy Financing

Property Assessed Clean Energy (PACE) financing is available in the City through the CaliforniaFirst program. Financing provides building owners with an opportunity to finance energy and water efficiency and solar energy improvements."	CDP			50560	273	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Encourage Participation in Local Energy Efficiency Programs

The City continues to encourage residents and businesses to participate in energy efficiency programs offered through East Bay Energy Watch, PG&E, Bay Area Regional Energy Network, and special opportunities as they arise."	CDP			50560	282	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Multi-Family Affordable Housing Retrofit

The City participated in a pilot program from 2010-2013, and is also a participant in the Bay Area Regional Energy Network Multifamily Energy Retrofit program- focused on improving energy efficiency in multi-family homes.  The latter has served more than 1,200 units in the City to date."	CDP			50560	329	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Residential Green Retrofit Program

Under the leadership of the Association of Bay Area Governments and StopWaste.org, Oakland has partnered with other local governments in developing a residential green retrofit program that fosters energy efficiency, water conservation and green improvements."	CDP			50560	295	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Weatherization Energy Retrofit Loan Program

This program provides zero-interest loans to help low-to-moderate income residents improve energy efficiency and reduce energy costs. The program serves 20-40 properties per year."	CDP			50560	224	
Oakland	USA		Private Transport		Infrastructure for non motorized transport		2016	"Accelerate Completion of Bicycle and Pedestrian Plans

The City's Bicycle Master Plan projects are underway, pending funding for specific improvements.  Seven miles of bike lanes were added in 2013. Improvements will increase access to transit, bike lanes and transportation linkages."	CDP			50560	284	
Oakland	USA		Private Transport		Improve the operations of shipping ports		2016	"Call for Port of Oakland GHG Reduction Targets and Plans

In alliance with the City’s GHG reduction targets, the Port of Oakland has adopted GHG reduction goals for Port operations- reducing diesel particulate matter 85% from 2005 levels by 2020"	CDP			50560	245	
Oakland	USA		Private Transport		Infrastructure for non motorized transport		2016	"Plan for Electric Vehicle Infrastructure

The City has participated in a regional PEV infrastructure plan through the Association of Bay Area Governments (ABAG), and has received a grant in 2015 to improve permitting of PEV charging stations"	CDP			50560	241	
Oakland	USA		Energy Supply		Low or zero carbon energy supply generation		2016	"Monitor Community Choice Energy

The City is participating in the Countywide CCA formation, which will increase the green power options for local residents."	CDP			50560	156	
Oakland	USA		Waste		Recycling or composting collections and/or facilities		2016	"Enforce Mandatory Recycling/Implement Zero Waste Goals

The City requires recycling space calculations be completed for development projects, and has increased recycling options through revised franchise agreement. The City has authorized new franchise agreements for two waste haulers to further implement Zero Waste goals.  Ongoing targeting of priorities with StopWaste.org and other agencies are also underway."	CDP			50560	414	
Oakland	USA		Community-Scale Development		Transit oriented development		2016	"Integrate Land Use and Transportation Planning in Every Project

Transportation and land use planning are coordinated in the City's General Plan, and specific integration requirements are in place for all major development projects in the City."	CDP			50560	244	
Oakland	USA		Community-Scale Development		Transit oriented development		2016	"Establish Alternative Mechanisms for Meeting Parking Requirements

Multiple Specific Plans have been adopted which include in-leiu fees, reduced parking standards, and other alternative mechanisms to reduce parking requirements"	CDP			50560	227	
Oakland	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Encourage the Creation of On-Bill Financing for Energy Retrofits

With City encouragement, PG&E began offering on-bill financing for energy efficiency improvements for commercial properties, with plans to extend this financing to residential properties."	CDP			50560	253	
Palo Alto	USA		Community-Scale Development		Building standards		2016	Aggressive green building ordinance and energy reach code	CDP			54119	57	
Palo Alto	USA		Energy Supply		Low or zero carbon energy supply generation		2016	Carbon neutral electricity. Exploring options for  fuel switching from natural gas to carbon neutral electricity	CDP			54119	112	
Palo Alto	USA		Private Transport		Infrastructure for non motorized transport		2016	"Strong bicycle boulevards program, w HS mode share ~44%. Expanding shuttle program. Partnering with ZipCar. Driving regional “mobility as a service” strategy."	CDP			54119	158	
Palo Alto	USA		Waste		Waste prevention policies and programs		2016	"The City has a range of procurement policies that prefer recycled paper products, reduce plastics, and extended producer responsibility. The City has also implemented zero waste operations and strategy plans."	CDP			54119	208	
Palo Alto	USA		Water		Water recycling and reclamation		2016	"The City has a comprehensive watershed protection master plan, as well as recycled water and wastewater treatment plans. The City also adopted the Ahwahnee Water Principles in 2005 to inform land use and development of resource-efficient communities."	CDP			54119	250	
Palo Alto	USA		Private Transport		Transportation demand management		2016	"We are actively pursuing shift of vehicle fleets to electric. City has established a Transportation Management Association for its downtown business district; another is bring formed for the Stanford Research Park. In addition we are working with employers, other local government, regional agencies to develop ""mobility as a service"" (Maas) offerings to reduce vehicle travel."	CDP			54119	377	
"Park City, UT"	USA		Buildings		Energy efficiency/ retrofit measures		2016	Residential & Commercial	CDP			14344	24	
"Park City, UT"	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	Residential & Commercial	CDP			14344	24	
"Park City, UT"	USA		Buildings		On-site renewable energy generation		2016	Residential & Commercial	CDP			14344	24	
Phoenix	USA		Buildings		Energy efficiency/ retrofit measures		2016	"The Energize Phoenix award proposal included several
targeted outcomes.
• Upgrading 1,700 residential units for 30%
energy savings
• Upgrading 30 million square feet of office and industrial
space for 18% energy savings
• Cutting carbon emissions by as much as 50,000 metric
tons per year"	CDP			35874	288	
Pittsburgh	USA		Private Transport		Awareness and education for non motorized transport		2016	"BikePGH, Complete Streets"	CDP			35877	25	
Pittsburgh	USA		Community-Scale Development		Eco-district development strategy		2016	Uptown EcoInnovation District	CDP			35877	29	
Pittsburgh	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	"Already installed commercial district LED streetlights, set to pilot residential LED streetlights"	CDP			35877	97	
"Richmond, VA"	USA		Private Transport		Infrastructure for non motorized transport		2016	"Bicycle and Pedestrian improvements to increase alternative transportation mode-share

Data has to be collected"	CDP			49334	111	
"Richmond, VA"	USA		Mass Transit		Smart public transport		2016	"Bus Rapid Transit corridor

Data has to be collected"	CDP			49334	52	
"Somerville, MA"	USA		Finance and Economic Development		Developing the green economy		2016		CDP			58531	0	
"Richmond, VA"	USA		Food and Agriculture		Encourage sustainable food production and consumption		2016	"Community Garden program to encourage locally grown food/increase access to healthy food choices in food deserts
Data has to be collected"	CDP			49334	137	
"Richmond, VA"	USA		Private Transport		Infrastructure for non motorized transport		2016	Bike Share Data has to be collected	CDP			49334	35	
"Richmond, VA"	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Department of Housing and Community Development weatherization program

Data has to be collected"	CDP			49334	96	
"Richmond, VA"	USA		Energy Supply		Low or zero carbon energy supply generation		2016	"317 times increase in grid-connected wind and solar installations from 2007-2013
Data has to be collected"	CDP			49334	105	
"Richmond, VA"	USA		Buildings		Building codes and standards		2016	"81 LEED projects in Richmond
3 Platinum
7 Gold
17 Silver
4 Certified
50 in certification process
Data has to be collected"	CDP			49334	121	
"Richmond, VA"	USA		Waste		Recycling or composting collections and/or facilities		2016	"$559,000 in funding to expand curbside recycling program to service all 61,000 households in city limits includes  larger recycling bins for customers, expanded education & community outreach"	CDP			49334	191	
"Richmond, VA"	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"52 mile Virginia Capital Trail connects Richmond with historic Jamestown, Colonial Williamsburg tourist areas.

Activity is Infrastructure for non motorized transport"	CDP			49334	166	
"Richmond, VA"	USA		Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2016	Installed level 2 charging stations at Main Street Station transfer plaza to facilitate adoption of electric vehicles.	CDP			49334	118	
Sacramento	USA		Community-Scale Development		Compact cities		2016	"Promotion of sustainable growth patterns, infill development, encouraging mixed-use development, sustainable development practices. (Cumulative reductions through 2020, the primary target year)"	CDP			35878	193	
Sacramento	USA		Private Transport		Infrastructure for non motorized transport		2016	"Traffic calming, infrastructure for pedestrian and bicycle trips, pedestrian safety and outreach program, implementation of a bikeway master plan. (Cumulative reductions through 2020, the primary target year)"	CDP			35878	208	
Sacramento	USA		Mass Transit		"Improve bus infrastructure, services, and operations"		2016	"Work with transit operators and community partners to increase public transit services. (Cumulative reductions through 2020, the primary target year)"	CDP			35878	149	
Sacramento	USA		Energy Supply		Smart grid		2016	"Energy demand management, smart grid deployment, education, and conservation. (Cumulative reductions through 2020, the primary target year)"	CDP			35878	139	
Sacramento	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Improve existing building efficiency, financing for energy efficiency improvements (Cumulative reductions through 2020, the primary target year)"	CDP			35878	144	
Sacramento	USA		Buildings		On-site renewable energy generation		2016	"Renewables in existing buildings, renewables in new development, participation in the existing community solar Greenergy Program (Cumulative reductions through 2020, the primary target year)"	CDP			35878	190	
Sacramento	USA		Waste		Recycling or composting collections and/or facilities		2016	"Diversion, recycling, and reuse (Cumulative reductions through 2020, the primary target year)"	CDP			35878	93	
Sacramento	USA		Water		Water metering and billing		2016	"Increased efficiency of water distribution and water conservation (Cumulative reductions through 2020, the primary target year)"	CDP			35878	127	
San Antonio	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"The City of San Antonio has preserved over 1200 acres of open space and developed 41 miles of greenway trails that are currently open to the public.  Several sales tax initiatives, in combination with secondary funding sources, will provide for the construction of 89 miles of trail with the ultimate goal of encircling the city with approximately 130 miles of hike and bike trails along the city’s creekways.  The greenway trails are linked to sidewalks, bike lanes and public transit in an effort to enhance opportunities for alternative transit
The Mission and Museum Reach Projects, restoration and recreation projects connect the San Antonio River to the Downtown Riverwalk, restoring woodland ecosystems and riverine features.   The project adds hike and bike trails and reconnects San Antonio’s commercial institutions to our cultural and historical features equating to 2020 acres of public lands (City, County, SARA and federal – National Park Service) with a river running through it. This is larger than the 3 most popular public parks in the USA – Central Park, NYC, 843 acres; Golden Gate Park, SF, 1017 acres; and the Chicago lakeside parks, 1440 acres.  The expansion of urban nature will reduce the impact of the urban heat island effect that is correlated with increased GHG emissions"	CDP			43905	1301	
San Antonio	USA		Private Transport		Awareness and education for non motorized transport		2016	"The City’s B-cycle program provides a state of the art bike share system with 50 kiosks throughout downtown and the inner city.  Last year riders logged over 90,000 trips and offsetting 370K pounds of carbon"	CDP			43905	207	
San Antonio	USA		Mass Transit		Improve fuel economy and reduce CO2 from bus and/or light rail		2016	"VIA Metropolitan Transit has seen an average of 65% of reduction in nitrogen oxide emissions and an 8%% reduction in particulate matter per transit vehicle.  The current fleet consists of 311 buses (53 hybrid, compressed natural gas and fully electric buses)"	CDP			43905	258	
San José	USA		Community-Scale Development		Building standards		2016	"City policy for private developments over 10,000 SqF of new construction to meet or exceed a USGBC LEED Silver rating"	CDP			35883	117	
Santa Monica	USA		Buildings		Energy efficiency/ retrofit measures		2016	Increase energy efficiency in existing buildings (GHG reduction estimated for one year)	CDP			54110	87	
Santa Monica	USA		Buildings		Energy efficiency/ retrofit measures		2016	Implement PACE financing for energy efficiency and renewables. (GHG reduction estimated for one year)	CDP			54110	101	
Santa Monica	USA		Buildings		Energy efficiency/ retrofit measures		2016	Promote Energy Upgrade California. (GHG reduction estimated for one year)	CDP			54110	73	
Santa Monica	USA		Buildings		On-site renewable energy generation		2016	Increase solar PV in the community. (GHG reduction estimated for one year)	CDP			54110	74	
Santa Monica	USA		Waste		Recyclables and organics separation from other waste		2016	Implement short and medium term programs to increase recycling rates (GHG reduction estimated for one year)	CDP			54110	107	
Santa Monica	USA		Waste		Recyclables and organics separation from other waste		2016	Provide food waste collection for all Santa Monica residents (GHG reduction estimated for one year)	CDP			54110	99	
Santa Monica	USA		Waste		Waste prevention policies and programs		2016	Adopt a mandatory 75% diversion rate for Construction and Demolition projects (GHG reduction estimated for one year)	CDP			54110	116	
Santa Monica	USA		Private Transport		Transportation demand management		2016	Expand transportation demand management programs to increase Average Vehicle Ridership to 1.7	CDP			54110	93	
Santa Monica	USA		Private Transport		Awareness and education for non motorized transport		2016	Expand Safe Routes to Schools to include all Santa Monica schools	CDP			54110	65	
Santa Monica	USA		Private Transport		Transportation demand management		2016	"Increase ridership on Big Blue Bus by an additional 200,000 annual boardings"	CDP			54110	76	
Santa Monica	USA		Private Transport		Transportation demand management		2016	Expand Safe Routes to Schools to include all Santa Monica schools	CDP			54110	65	
Santa Monica	USA		Private Transport		Infrastructure for non motorized transport		2016	"Complete 5-year Implementation Plan of the Bicycle Action Plan by expanding bike network to 69 miles of bike lanes, sharrows, routes annually and establishing a bike-sharing program; Adopt and implement Pedestrian Action Plan"	CDP			54110	225	
Santa Monica	USA		Private Transport		Improve fuel economy and reduce CO2 from motorized vehicles		2016	Increase private and public EV charging stations	CDP			54110	48	
Santa Monica	USA		Private Transport		Infrastructure for non motorized transport		2016	"Focus new development within a ¼ mile of transit-oriented activity centers, open space and grocery stores"	CDP			54110	105	
Santa Monica	USA		Food and Agriculture		Encourage sustainable food production and consumption		2016	"Encourage reduction of meat and dairy consumption citywide by promoting Meatless Mondays, the Cool Foods campaign and institutional purchasing"	CDP			54110	142	
Savannah	USA		Other				2016	"We are developing a Comprehensive Sustainability Plan, to be completed by December 2016, which will include a city-wide emissions reduction target. The City to date has not initiated community-wide programs to reduce GHG emissions."	CDP			54085	231	
"Somerville, MA"	USA		Community-Scale Development		Brownfield redevelopment programs		2016		CDP			58531	0	
"Somerville, MA"	USA		Buildings		Building codes and standards		2016		CDP			58531	0	
"Somerville, MA"	USA		Buildings		Building performance rating and reporting		2016		CDP			58531	0	
"Somerville, MA"	USA		Buildings		Energy efficiency/ retrofit measures		2016		CDP			58531	0	
"Somerville, MA"	USA		Private Transport		Infrastructure for non motorized transport		2016		CDP			58531	0	
"Somerville, MA"	USA		Energy Supply		Low or zero carbon energy supply generation		2016	green community electricity aggregation	CDP			58531	39	
"Somerville, MA"	USA		Community-Scale Development		Transit oriented development		2016		CDP			58531	0	
"Somerville, MA"	USA		Buildings		Switching to low-carbon fuels		2016		CDP			58531	0	
"Somerville, MA"	USA		Private Transport		Transportation demand management		2016		CDP			58531	0	
"Somerville, MA"	USA		Community-Scale Development		Urban agriculture		2016		CDP			58531	0	
St Louis	USA		Community-Scale Development		Brownfield redevelopment programs		2016	"St. Louis employs a St. Louis Brownfields program to return underutilized and contaminated brownfield sites back to productive use. The city uses grants to identify, test, and clean up some of the many brownfields in St. Louis.  The team focuses on publicly owned and privately owned sites with the promise of creating jobs for those in St. Louis. The team in charge of the project applies for and tries to secure grants from the EPA for site clean-up. While clean-up funds from the EPA may be hard to come by, St. Louis brownfields typically receive funding anyway through the St. Louis Brownfields Cleanup Fund."	CDP			35393	613	
St Louis	USA		Buildings		Energy efficiency/ retrofit measures		2016	"Set the PACE St. Louis is an innovative program that uses PACE financing to help homeowners and commercial, industrial and multi-family property owners access affordable, long-term financing for smart energy upgrades to their buildings.

PACE financing allows home and building owners to finance qualifying energy efficiency and clean energy improvements through a voluntary tax assessment. Property owners pay for the improvements over time and the repayment obligation transfers automatically to the next owner if the property is sold. Similar to a sewer tax assessment, capital provided under the PACE program is secured by a lien on the property, so low-interest capital can be raised from the private sector with no government financing required."	CDP			35393	751	
St Louis	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016	"The Garden Lease Program allows residents to lease LRA (Land Reutilization Authority) lots for a five year period for $1.00 a year ($5.00 total). The lease program is beneficial to both the LRA and to the lessee for a number of reasons. Some individual lots are not for sale because they are needed for a larger, planned development. Until that development happens, a garden lease gives the lessee site control so that they can fence it to prevent foot traffic, build a community garden or just enjoy the extra space"	CDP			35393	516	
Tucson	USA		Community-Scale Development		Brownfield redevelopment programs		2016		CDP			49338	0	
Tucson	USA		Community-Scale Development		Building standards		2016	IECC 2012	CDP			49338	9	
Tucson	USA		Community-Scale Development		Green space and/ or biodiversity preservation and expansion		2016		CDP			49338	0	
Tucson	USA		Mass Transit		Improve fuel economy and reduce CO2 from bus and/or light rail		2016	All buses are CNG	CDP			49338	17	
Tucson	USA		Waste		Landfill management		2016	Landfill gas used for electricity generation	CDP			49338	44	
Tucson	USA		Outdoor Lighting		LED / CFL / other luminaire technologies		2016	"All traffic lights, now working to replace all streetlights"	CDP			49338	59	
Tucson	USA		Community-Scale Development		Transit oriented development		2016		CDP			49338	0	
Tucson	USA		Waste		Recycling or composting collections and/or facilities		2016		CDP			49338	0	
Tucson	USA		Community-Scale Development		Urban agriculture		2016		CDP			49338	0	
Tucson	USA		Water		Water metering and billing		2016		CDP			49338	0	
Tucson	USA		Water		Water recycling and reclamation		2016		CDP			49338	0	
West Hollywood	USA		Buildings		Building performance rating and reporting		2016	install photovoltaics on municipal buildings	CDP			58357	44	
West Hollywood	USA		Buildings		Energy efficiency/ retrofit measures		2016	work with utility providers to promote energy efficiency programs for homes and businesses	CDP			58357	90	
West Hollywood	USA		Buildings		Energy efficiency/ retrofit measures		2016	Adopt more stringent energy efficiency standards for new buildings.	CDP			58357	67	
West Hollywood	USA		Energy Supply		Low or zero carbon energy supply generation		2016	facilitate the installation of solar photovoltaic systems by removing regulatory barriers and providing outreach and technical assistance to interested property owners.	CDP			58357	168	
West Hollywood	USA		Water		Water metering and billing		2016	"Reduce per capita water consumption 30% by 2035 via water conservation outreach, water-efficient landscape outreach, and promotion of rebate programs.  Reductions in water demand reduce emissions because energy is used to pump, treat, deliver, and collect water and wastewater."	CDP			58357	277	
West Hollywood	USA		Waste		Waste prevention policies and programs		2016	"Reduce per-capita per day solid waste disposal, divert solid waste from landfills via public education."	CDP			58357	103	
Windsor	Canada		Private Transport		Awareness and education for non motorized transport		2016	"Bicycle Use Master Plan
Bicycling Committee of Council
Support for Active Transportation groups
Bike Safety Day"	CDP			50578	111	
Windsor	Canada		Community-Scale Development		Brownfield redevelopment programs		2016	City of Windsor Brownfield Redevelopment Strategy and Community Improvement Plan	CDP			50578	80	
Windsor	Canada		Buildings		Building codes and standards		2016	"Forthcoming, but recommendations are expected to be a component of the Community Energy Plan"	CDP			50578	92	
Windsor	Canada		Buildings		Carbon emissions reduction from industry		2016	"Between 2005 and 2014, industrial emissions in the City of Windsor decreased by 38%.
Industrial stakeholders are contributing to the development of the Community Energy Plan"	CDP			50578	173	
